id,site,url
77,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwj9l-rdvOLvAhWGzIUKHaILB6sQ8KwCCAE&usg=AOvVaw1w4IDZ0xG4qASBWiizSVhe
78,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwj9l-rdvOLvAhWGzIUKHaILB6sQ8awCCAI&usg=AOvVaw18z0Ahg11EZVvQ2Ktitspj
79,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwj9l-rdvOLvAhWGzIUKHaILB6sQ8qwCCAM&usg=AOvVaw2th-MmQsibPZAxcl65_6EE
80,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjuyuTevOLvAhUlzIUKHUfVBj8Q8KwCCAE&usg=AOvVaw0jQSJkK2OqqCzhMibIfSO5
81,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjuyuTevOLvAhUlzIUKHUfVBj8Q8awCCAI&usg=AOvVaw2_liZ14aSYDNwDrdL9IN_V
82,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjuyuTevOLvAhUlzIUKHUfVBj8Q8qwCCAM&usg=AOvVaw3wEFG0YFrL-zemffVR_XsR
83,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjB0vrfvOLvAhUHzhoKHZogDjIQ8KwCCAE&usg=AOvVaw0cauAjAutEF4X1_W45HNxY
84,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjB0vrfvOLvAhUHzhoKHZogDjIQ8awCCAI&usg=AOvVaw2Tvx3ru7H8xA92nrT_I0Q7
85,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjB0vrfvOLvAhUHzhoKHZogDjIQ8qwCCAM&usg=AOvVaw08yscdCx8mntgsK30flPVC
86,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjemYjhvOLvAhUwy4UKHW1LD50Q8KwCCAE&usg=AOvVaw2CzfKIMFhBmAPECg2aBMmN
87,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjemYjhvOLvAhUwy4UKHW1LD50Q8awCCAI&usg=AOvVaw3l2AMyApTt0OTCx_pzE48d
88,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjemYjhvOLvAhUwy4UKHW1LD50Q8qwCCAM&usg=AOvVaw1SCy4JBy390pOsxY54heJt
89,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwijgIXivOLvAhURtRoKHTeUB3cQ8KwCCAE&usg=AOvVaw1EelDxi49PVga9qeyUkdFM
90,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwijgIXivOLvAhURtRoKHTeUB3cQ8awCCAI&usg=AOvVaw3wnxxtThO9IdWuZLh0m31s
91,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwijgIXivOLvAhURtRoKHTeUB3cQ8qwCCAM&usg=AOvVaw0I_hlVLQJZ-DptIdL88T2E
92,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjn_e3ivOLvAhXKz4UKHfGlBT8Q8KwCCAE&usg=AOvVaw1dMnB6t_DDzV8XWABt_IAh
93,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjn_e3ivOLvAhXKz4UKHfGlBT8Q8awCCAI&usg=AOvVaw1CT616g_f3X30F3Px_Ypns
94,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjn_e3ivOLvAhXKz4UKHfGlBT8Q8qwCCAM&usg=AOvVaw0BW5G3f2sZMLNpFTqS8GB-
95,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi5qdnjvOLvAhUMyIUKHTZaCbYQ8KwCCAE&usg=AOvVaw3iCiivJyqyTf2gh2bZjLJ5
96,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi5qdnjvOLvAhUMyIUKHTZaCbYQ8awCCAI&usg=AOvVaw0A7RjSTDxnjSTQonJEFqJC
97,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi5qdnjvOLvAhUMyIUKHTZaCbYQ8qwCCAM&usg=AOvVaw0mdl-94-CpRmHlnTVKRJP1
98,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi619DkvOLvAhUGzYUKHZ7hDOsQ8KwCCAE&usg=AOvVaw0ngtQ_T6EikuDc_k59Zqde
99,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi619DkvOLvAhUGzYUKHZ7hDOsQ8awCCAI&usg=AOvVaw2JSUhrm3jOmrnAthkQNCqv
100,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi619DkvOLvAhUGzYUKHZ7hDOsQ8qwCCAM&usg=AOvVaw26QqGtfoPxqE7LQrzfUApN
101,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiDosflvOLvAhVFTBoKHewACl4Q8KwCCAE&usg=AOvVaw1eJ4dSRmYIk4bsvxzKn4vM
102,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiDosflvOLvAhVFTBoKHewACl4Q8awCCAI&usg=AOvVaw1W9mAMKHl8hm6SbJ3MjDvd
103,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiDosflvOLvAhVFTBoKHewACl4Q8qwCCAM&usg=AOvVaw3O6ndC-RGU1i4_NMPq8cFA
104,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwj_rrXmvOLvAhVKXhoKHcB3BCQQ8KwCCAE&usg=AOvVaw0Gn9JQJYQouhXSBzMTKVZM
105,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwj_rrXmvOLvAhVKXhoKHcB3BCQQ8awCCAI&usg=AOvVaw1QjhsCaqSoM-OwksGW86SJ
